stress_label,emotion_labels,dominant_emotion,recommendation_text
medium,"tired, insecure",tired,"Exhaustion can distort self-talk, so avoid harsh conclusions about yourself."
medium,"tired, restless",tired,"If you feel both drained and unsettled, choose calm over stimulation."
medium,"tired, confused",tired,"Write down the essentials and let that guide you instead of relying on a tired mind."
medium,"sad, worried",sad,"Give yourself care and avoid carrying worry without support."
medium,"sad, anxious",sad,"Keep your expectations gentle and focus on one comforting, useful action."
medium,"sad, tense",sad,"A quieter environment may help your emotions settle enough to think clearly."
medium,"sad, tired",sad,"Rest and comfort matter right now, so lower demands where you can."
medium,"sad, unsure",sad,"Do not force answers from a heavy mood; let your next step be very small."
medium,"sad, overwhelmed",sad,"Reduce input and let yourself handle only what is essential today."
medium,"sad, frustrated",sad,"Be careful not to turn hurt into self-criticism or conflict."
medium,"sad, insecure",sad,"Speak to yourself more gently and avoid reading the worst into everything."
medium,"sad, lonely",sad,"Reach out to one trusted person instead of staying fully inside the feeling."
medium,"sad, confused",sad,"Put simple words to what hurts and take one step toward support."
medium,"unsure, worried",unsure,"If you do not know what to do, start with one safe and practical action."
medium,"unsure, anxious",unsure,"You do not need complete clarity right away; work with what you know now."
medium,"unsure, tense",unsure,"Keep the pressure low and allow yourself to decide in smaller steps."
medium,"unsure, tired",unsure,"Rest can improve perspective, so avoid forcing certainty while drained."
medium,"unsure, sad",unsure,"Be patient with yourself and do not treat uncertainty as failure."
medium,"unsure, overwhelmed",unsure,"Break the situation into parts and handle only the first piece."
medium,"unsure, frustrated",unsure,"Pause before pushing harder; confusion often needs simplification, not force."
medium,"unsure, insecure",unsure,"Not knowing everything does not mean you are not capable."
medium,"unsure, restless",unsure,"Slow the pace and let your decision-making become more deliberate."
medium,"unsure, confused",unsure,"Write down your options plainly and remove what does not matter right now."
medium,"overwhelmed, worried",overwhelmed,"There is too much on your mind, so narrow the day to what truly matters."
medium,"overwhelmed, anxious",overwhelmed,"Cut out nonessential tasks and give yourself permission to do less."
medium,"overwhelmed, tense",overwhelmed,"Your system is overloaded, so reduce stimulation and simplify your goals."
medium,"overwhelmed, tired",overwhelmed,"Protect your energy first; exhaustion makes overload harder to manage."
medium,"overwhelmed, sad",overwhelmed,"Be gentle and let support or rest take priority over performance."
medium,"overwhelmed, unsure",overwhelmed,"Do one thing, then reassess; trying to hold everything at once will not help."
medium,"overwhelmed, frustrated",overwhelmed,"Pause and reorganize before the pressure turns into reactivity."
medium,"overwhelmed, insecure",overwhelmed,"Feeling overloaded does not mean you are failing; it means the load needs adjusting."
medium,"overwhelmed, restless",overwhelmed,"Step away briefly and return with a smaller plan."
medium,"overwhelmed, confused",overwhelmed,"Make a short list of essentials and ignore the rest for now."
high,"afraid, anxious",afraid,"Ground yourself in the present and avoid feeding fear with imagined outcomes."
high,"afraid, worried",afraid,"Stay close to facts and reduce exposure to anything that makes the fear grow."
high,"afraid, tense",afraid,"Your body may need calming first, so breathe slowly and find a quieter space."
high,"afraid, overwhelmed",afraid,"Focus only on immediate safety and the next manageable action."
high,"afraid, confused",afraid,"Do not make major decisions while fear is high; seek support and clarity first."
high,"afraid, sad",afraid,"Let someone know you are struggling and keep near what feels safe."
high,"afraid, helpless",afraid,"If the fear feels too big to manage alone, reach out to someone now."
high,"afraid, panicked",afraid,"Slow things down immediately and get direct support before the feeling escalates further."
high,"afraid, guilty",afraid,"Fear can distort your thinking, so avoid blaming yourself while you stabilize."
high,"afraid, tired",afraid,"Exhaustion can intensify fear, so rest and support matter more than pushing through."
high,"angry, tense",angry,"Step back before reacting and give your body time to cool down."
high,"angry, frustrated",angry,"Let the first wave pass before speaking so you do not add more damage to the situation."
high,"angry, anxious",angry,"Strong activation can blur judgment, so reduce stimulation and slow your pace."
high,"angry, overwhelmed",angry,"Take space if possible and lower the pressure before trying to solve anything."
high,"angry, confused",angry,"Write down what upset you so the feeling does not control the whole story."
high,"angry, sad",angry,"There may be hurt underneath the anger, so respond with care rather than impulse."
high,"angry, helpless",angry,"If the intensity feels hard to control, contact someone supportive and step away."
high,"angry, panicked",angry,"Safety comes first, so remove yourself from conflict and focus on calming down."
high,"angry, guilty",angry,"Do not let anger turn into self-attack; stabilize first and reflect later."
high,"angry, tired",angry,"Fatigue can make anger harder to manage, so rest and distance may help."
high,"panicked, afraid",panicked,"Slow your breathing, reduce stimulation, and get someone with you if possible."
high,"panicked, anxious",panicked,"Do not try to solve everything right now; focus on calming your body first."
high,"panicked, worried",panicked,"Bring your attention to the present moment and the next safe action."
high,"panicked, overwhelmed",panicked,"Your only job right now is stabilization, not productivity or perfect thinking."
high,"panicked, confused",panicked,"Keep instructions simple and seek live support until the intensity drops."
high,"panicked, sad",panicked,"Stay near supportive people and avoid being alone with the surge if you can."
high,"panicked, helpless",panicked,"Tell someone clearly that you need help right now."
high,"panicked, angry",panicked,"Step away from conflict and protect yourself from extra stimulation."
high,"panicked, guilty",panicked,"Do not trust self-blaming thoughts while in panic; focus on grounding instead."
high,"panicked, tired",panicked,"A depleted body struggles more, so stop pushing and seek calm and support."
high,"helpless, afraid",helpless,"You do not need to manage this alone; ask someone for support right away."
high,"helpless, anxious",helpless,"Take one very small action and let another person help with the rest."
high,"helpless, worried",helpless,"When control feels low, focus on what is still possible in this moment."
high,"helpless, overwhelmed",helpless,"Reduce the situation to the next step and involve support as soon as you can."
high,"helpless, confused",helpless,"Ask someone to help you think clearly rather than carrying the whole problem alone."
high,"helpless, sad",helpless,"Seek comfort and connection instead of withdrawing deeper into the feeling."
high,"helpless, angry",helpless,"Pause before reacting and put your energy into safety and support."
high,"helpless, panicked",helpless,"Tell someone immediately that you are struggling to cope."
high,"helpless, guilty",helpless,"Do not turn helplessness into self-blame; reach for a steadier perspective."
high,"helpless, tired",helpless,"Low energy and low control are a hard mix, so ask for help and reduce demands."
high,"frustrated, angry",frustrated,"Take a pause before acting so frustration does not become harm to yourself or others."
high,"frustrated, tense",frustrated,"Loosen the pressure in your body and return to the issue more slowly."
high,"frustrated, anxious",frustrated,"If stress is feeding the frustration, simplify the task and lower expectations."
high,"frustrated, overwhelmed",frustrated,"Too much at once can trigger sharp reactions, so reduce the load immediately."
high,"frustrated, confused",frustrated,"Clarify the problem in plain terms before trying to fix it."
high,"frustrated, sad",frustrated,"Recognize the disappointment under the irritation and respond gently."
high,"frustrated, helpless",frustrated,"Ask for help rather than forcing the situation until you burn out."
high,"frustrated, panicked",frustrated,"Step away and stabilize before continuing anything stressful."
high,"frustrated, guilty",frustrated,"Do not attack yourself for struggling; reduce pressure and reset."
high,"frustrated, tired",frustrated,"Fatigue can amplify irritation, so rest may help more than pushing harder."
high,"ashamed, sad",ashamed,"Do not isolate with this feeling; reach out to someone kind and grounded."
high,"ashamed, anxious",ashamed,"Shame grows in silence, so share a little of what is happening with someone safe."
high,"ashamed, afraid",ashamed,"Try not to let the feeling define you; stay connected and close to facts."
high,"ashamed, overwhelmed",ashamed,"Reduce demands and get support before the shame spirals further."
high,"ashamed, confused",ashamed,"Write down what happened plainly and avoid turning it into a total judgment of yourself."
high,"ashamed, helpless",ashamed,"Ask for perspective from someone you trust instead of carrying it alone."
high,"ashamed, panicked",ashamed,"If the shame feels unbearable, seek immediate support rather than withdrawing."
high,"ashamed, guilty",ashamed,"Let the feeling guide repair if needed, but not endless punishment."
high,"ashamed, tired",ashamed,"Exhaustion can make shame heavier, so rest and support are important first."
high,"ashamed, lonely",ashamed,"Connection is protective here, even if all you can manage is one honest message."
very_high,"desperate, afraid",desperate,"Stop and reach out now. You do not need to carry this level of distress alone."
very_high,"desperate, panicked",desperate,"Focus only on safety, grounding, and immediate contact with a trusted person."
very_high,"desperate, anxious",desperate,"If everything feels urgent, choose one safe next step and get support right away."
very_high,"desperate, overwhelmed",desperate,"Pause all nonessential demands and ask someone to help you through this moment."
very_high,"desperate, confused",desperate,"Do not try to think your way through severe distress alone; contact someone now."
very_high,"desperate, sad",desperate,"Stay with or call someone safe and let them know the distress is intense."
very_high,"desperate, helpless",desperate,"Say clearly that you need immediate support and should not be left alone."
very_high,"desperate, guilty",desperate,"Severe distress can turn into harsh self-attack, so get another person involved now."
very_high,"desperate, tired",desperate,"Your system needs relief and support immediately, not more pressure."
very_high,"desperate, hopeless",desperate,"If it feels unbearable or unsafe, contact crisis or emergency support now."
very_high,"broken, sad",broken,"Please seek immediate support from a trusted person or mental health professional."
very_high,"broken, hopeless",broken,"Do not stay alone with this level of pain. Reach out for urgent help right now."
very_high,"broken, afraid",broken,"Move toward safety and let someone know you are not okay."
very_high,"broken, panicked",broken,"Calm your surroundings as much as possible and contact support immediately."
very_high,"broken, confused",broken,"Keep your next steps simple: safe place, water, breathing, and direct contact with help."
very_high,"broken, helpless",broken,"Ask someone to stay with you or stay on the phone while you stabilize."
very_high,"broken, overwhelmed",broken,"Set aside everything except safety and support for now."
very_high,"broken, guilty",broken,"Do not trust severe self-blaming thoughts; seek perspective and urgent support."
very_high,"broken, tired",broken,"Exhaustion can make pain feel impossible, so stop pushing and get help now."
very_high,"broken, numb",broken,"Even if you feel shut down, this still deserves immediate human support."
very_high,"shaken, afraid",shaken,"Find a calmer place, ground yourself, and tell someone you are struggling."
very_high,"shaken, anxious",shaken,"Let your body settle first and avoid making important decisions right now."
very_high,"shaken, panicked",shaken,"Get direct support immediately and keep your focus on the next safe minute."
very_high,"shaken, confused",shaken,"If you feel mentally shaken, simplify everything and ask someone to help."
very_high,"shaken, sad",shaken,"Stay close to comfort and connection while the intensity comes down."
very_high,"shaken, helpless",shaken,"Tell someone clearly that you need support right now."
very_high,"shaken, overwhelmed",shaken,"Reduce stimulation and let support take priority over everything else."
very_high,"shaken, guilty",shaken,"Avoid blaming yourself while highly distressed; focus on grounding and care."
very_high,"shaken, tired",shaken,"Low reserves can worsen the shock, so rest and support are essential."
very_high,"shaken, numb",shaken,"Even if you feel detached, stay connected to another person and keep things simple."
very_high,"hopeless, sad",hopeless,"Reach out immediately. This level of hopelessness should not be handled alone."
very_high,"hopeless, afraid",hopeless,"Move toward a safe person or place and tell someone what is happening."
very_high,"hopeless, panicked",hopeless,"If the feeling is intense or unsafe, contact crisis or emergency support right now."
very_high,"hopeless, anxious",hopeless,"Do not trust the darkest thoughts in this moment; get support immediately."
very_high,"hopeless, confused",hopeless,"Let another person help you think and stay safe until the feeling eases."
very_high,"hopeless, helpless",hopeless,"Tell someone directly that you are struggling severely and need immediate support."
very_high,"hopeless, overwhelmed",hopeless,"Drop every nonessential task and focus only on safety and connection."
very_high,"hopeless, guilty",hopeless,"Severe self-blame plus hopelessness can be dangerous, so seek urgent help now."
very_high,"hopeless, tired",hopeless,"If you are deeply drained and hopeless, contact support right away and do less."
very_high,"hopeless, numb",hopeless,"Even numb hopelessness needs urgent care, so do not isolate."
very_high,"crushed, sad",crushed,"Please contact someone you trust right now and let them know the pain feels very heavy."
very_high,"crushed, afraid",crushed,"Move to a safer, calmer place and get support immediately."
very_high,"crushed, panicked",crushed,"Focus on staying safe, slowing your breathing, and not being alone."
very_high,"crushed, anxious",crushed,"Severe emotional pain needs care now, so reach out instead of trying to endure it silently."
very_high,"crushed, confused",crushed,"Keep things very simple and let another person help you through this."
very_high,"crushed, helpless",crushed,"You deserve immediate support; tell someone clearly that you are struggling badly."
very_high,"crushed, overwhelmed",crushed,"Pause everything else and make support your only priority for now."
very_high,"crushed, guilty",crushed,"Do not let self-blame grow in this state; seek perspective and care immediately."
very_high,"crushed, tired",crushed,"Severe exhaustion can deepen emotional pain, so stop pushing and get support."
very_high,"crushed, numb",crushed,"Even if you feel nothing or too much, stay connected to someone safe now."
severe,"despair, hopeless",despair,"Seek urgent help now. Contact a trusted person, therapist, crisis line, or emergency service immediately."
severe,"despair, panicked",despair,"Do not stay alone with this level of pain. Reach out for immediate support right now."
severe,"despair, afraid",despair,"Move to a safe place and tell someone clearly that you need urgent help."
severe,"despair, anxious",despair,"If the distress feels unbearable, contact crisis or emergency support immediately."
severe,"despair, confused",despair,"Keep your steps simple and urgent: safety, contact, and staying with another person."
severe,"despair, helpless",despair,"Say directly that you are not coping and need support now."
severe,"despair, overwhelmed",despair,"Stop all nonessential activity and make immediate support your top priority."
severe,"despair, guilty",despair,"Do not trust severe self-blaming thoughts; get human support involved now."
severe,"despair, tired",despair,"Your system needs care immediately, not more demands or isolation."
severe,"despair, numb",despair,"Even if you feel shut down, seek urgent support and do not remain alone."
severe,"collapse, hopeless",collapse,"Please seek immediate crisis or emergency support and do not isolate."
severe,"collapse, panicked",collapse,"Focus only on safety, breathing, and getting another person involved right now."
severe,"collapse, afraid",collapse,"Move away from anything unsafe and contact support immediately."
severe,"collapse, anxious",collapse,"You do not need to hold this alone; reach out for urgent help now."
severe,"collapse, confused",collapse,"Keep your next steps minimal and let someone help you stay grounded."
severe,"collapse, helpless",collapse,"Tell someone you need help right now and should not be left alone."
severe,"collapse, overwhelmed",collapse,"Reduce everything to safety and support; nothing else matters more."
severe,"collapse, guilty",collapse,"Severe distress can distort your thoughts, so seek immediate perspective and care."
severe,"collapse, tired",collapse,"Stop pushing yourself and get urgent support, especially if your energy is very low."
severe,"collapse, numb",collapse,"Even emotional shutdown can signal crisis, so seek immediate human support."
severe,"crisis, afraid",crisis,"Treat this as urgent and contact a trusted person or emergency support now."
severe,"crisis, panicked",crisis,"Stay focused on safety, grounding, and direct live support."
severe,"crisis, anxious",crisis,"Do not try to manage severe distress by yourself; get help immediately."
severe,"crisis, confused",crisis,"Let someone else help you think and stay safe right now."
severe,"crisis, helpless",crisis,"Say clearly that you need immediate support and cannot manage this alone."
severe,"crisis, overwhelmed",crisis,"Set aside everything except safety and connection."
severe,"crisis, guilty",crisis,"Avoid believing harsh self-attacks in this state; seek urgent help now."
severe,"crisis, tired",crisis,"Severe exhaustion plus crisis needs immediate care and reduced demands."
severe,"crisis, numb",crisis,"Even if you feel detached, please get urgent support now."
severe,"crisis, hopeless",crisis,"If your thoughts feel dangerous or unbearable, contact emergency or crisis resources immediately."
severe,"ruined, sad",ruined,"Reach out immediately to someone safe and let them know the distress is severe."
severe,"ruined, hopeless",ruined,"Do not stay alone in this state. Contact crisis or emergency support now."
severe,"ruined, afraid",ruined,"Move to safety and get direct help immediately."
severe,"ruined, panicked",ruined,"Your only priorities right now are safety, breathing, and human support."
severe,"ruined, anxious",ruined,"Please do not try to carry this alone; urgent support is needed."
severe,"ruined, confused",ruined,"Keep things simple and let another person help you with the next steps."
severe,"ruined, helpless",ruined,"Tell someone now that you need support and should not be by yourself."
severe,"ruined, overwhelmed",ruined,"Drop every nonessential task and focus entirely on immediate care."
severe,"ruined, guilty",ruined,"Severe self-blame can become dangerous, so seek urgent help now."
severe,"ruined, numb",ruined,"Even if you feel disconnected, stay with or contact someone immediately."
severe,"empty, hopeless",empty,"Severe emptiness can still be dangerous. Reach out now and do not isolate."
severe,"empty, sad",empty,"Please contact someone you trust and let them know you are struggling badly."
severe,"empty, afraid",empty,"Move toward safety and ask for immediate support."
severe,"empty, panicked",empty,"Even if you feel numb and panicked together, seek crisis support right now."
severe,"empty, anxious",empty,"Do not dismiss this state; contact help immediately and stay connected."
severe,"empty, confused",empty,"Let another person help you think and stay safe while the intensity passes."
severe,"empty, helpless",empty,"Tell someone clearly that you need urgent support right now."
severe,"empty, overwhelmed",empty,"Set aside everything else and focus on safety, grounding, and contact."
severe,"empty, guilty",empty,"Do not trust severe self-attacking thoughts; seek urgent perspective and care."
severe,"empty, numb",empty,"Even numbness at this level deserves immediate human support and protection."
