dream_id,dream_text,stress_label,emotion_labels,theme_labels,symbol_labels
5455,The dream began in a childhood backyard in summer. I was sharing a meal in and came across a colorful butterfly landing on my hand. I felt genuinely content.,low,"inspiration,awe,serenity","guidance,hidden_refuge","hospital,letters"
5456,I was following a stranger through an unfamiliar city street at dusk and noticed a half-open door at the end of the hall. The mood was strange — familiar and foreign at once. I woke feeling reflective.,moderate,"reflection,ambivalence,nostalgia","awakening,pause,uncertainty,secrets","searching,star"
5457,I was resting in a candlelit library. There was a friendly dog wagging its tail. There was a stillness I did not want to disturb. I woke with a soft smile.,low,"contentment,gratitude,warmth,curiosity,belonging","reconciliation,rest,learning","books,mirror,star"
5458,I was meditating in a moonlit courtyard. There was a warm cup of tea on a table. It felt like a small miracle. I woke with a soft smile.,low,"contentment,curiosity,care,awe","small_blessing,flow,family","dove,boat,seed,festivals"
5459,"In that moment, i was lost in a forest but the trees were singing softly.",moderate,"hesitation,wariness,fatigue,regret","secrets,awakening,transition","classroom,computer,crow"
5460,The dream began in a dark forest with no path. I was being judged in front of everyone in and came across a floor dissolving beneath my feet. The fear stayed with me long after I opened my eyes.,high,"anger,helplessness,overwhelm,shock","academic_pressure,blocked_progress,modern_stress","cave,store,games,feet"
5461,I was being overwhelmed in a dark underwater cave filling with water. There was a floor dissolving beneath my feet. The fear stayed with me long after I opened my eyes. I woke with my heart pounding.,high,"pressure,rage,regret,obsession,anxiety","blocked_progress,confinement,loss_of_control,avoidance","market,bee,tunnel,flying"
5462,I sat quietly in a warm porch at sunset. There was a glowing lantern hanging above. A gentle peace settled over me. I felt a deep sense of peace.,low,"belonging,inspiration,longing","connection,community","feather,lantern,bridge"
5463,The dream began in a winding mountain road in fog. I was looking for an exit from and came across a worn suitcase left behind. Something in the dream asked a question I had not answered. I woke in quiet contemplation.,moderate,"sadness,ambivalence,alertness,confusion,wistfulness","change,hidden_desire","hands,lock"
5464,"Quietly, i was failing to fly but every time I fell I landed somewhere beautiful.",moderate,"regret,nostalgia,curiosity,ambivalence","small_disruption,persecution",computer
5465,The dream began in a warm porch at sunset. I was watching the sunrise from and came across a blooming white flower. I felt a soft joy I could not name.,low,"longing,hope,tenderness,playfulness","healing,forgiveness,power","wedding,rainbow"
5466,I was investigating a silent library with flickering lights. There was a curious animal watching quietly. I was not sure whether to feel relieved or uneasy.,moderate,"wariness,yearning,alertness,curiosity","domestic_stress,change,discovery,hidden_desire","sunset,map,computer"
5467,I wandered gently through a small chapel with open doors and noticed a candle already lit in the window. I felt genuinely content. I carried that peace with me all day.,low,"affection,awe,contentment","small_kindness,renewal,forgiveness","watch,fruit,crane,rabbit"
5468,The dream began in a pitch-black tunnel with no end. I was collapsing inside and came across a clock counting down to zero. I woke feeling like something had been taken from me.,high,"overwhelm,urgency,humiliation,regret","emotional_overflow,collective_threat","mountain,rainbow,desert"
5469,I found a friendly dog wagging its tail as I was cooking in a soft meadow under a pale sky. I woke still carrying that warmth.,low,"gentleness,serenity,belonging,hope","family,transformation,nourishment,rest","lantern,heart,turtle,fruit"
5470,The dream began in a winding mountain road in fog. I was waiting alone in and came across a half-written letter on a desk. I felt the past pressing gently forward.,moderate,"wariness,awe,yearning","searching_for_self,time,hidden_path,persecution","snow,smiling,bench"
5471,I found a white dove perched on a fence as I sat quietly in a quiet lake at dawn. I stood there feeling lighter than I had in years.,low,"joy,comfort,delight,focus,freedom","domestic_healing,small_kindness,protection","chest,candle"
5472,"Without warning, i was running through a storm and the moment I stopped the storm stopped too.",moderate,"wistfulness,sadness,hope","self_expression,secrets,hidden_path,alienation","ant,spider,boat,glass"
5473,"Suddenly, i was swimming in dark water but I could see the bottom and it was covered in light.",moderate,"awe,fatigue,protectiveness","emotional_processing,work_boundary,strategy,change","whale,moon,deer,peacock"
5474,"Without warning, i was being chased but the pursuer kept tripping and I felt guilty for running.",moderate,"longing,yearning,restlessness,unease","self_expression,freedom","family,music,train,path"
5475,"Strangely, i was in a burning building but the fire did not hurt and I was looking for something important.",moderate,"fatigue,confusion,sadness,hesitation,pressure","suspension,unresolved_conflict,past,small_disruption","hawk,rope,dove"
5476,I found a clock counting down to zero as I was unable to move in a panicking crowd pushing toward the edge. I felt exposed even after the dream ended. I woke with a racing heart.,high,"urgency,anxiety,anticipation","loss_of_control,public_visibility,abandonment,urgency",voice
5477,The dream began in a rooftop at dusk with no way down. I was looking for an exit from and came across a shadowy figure in the corner. The image stayed with me all morning.,moderate,"protectiveness,surprise,longing,unease","transition,domestic_stress,inner_self,mystery",stairs
5478,I was wandering through a strange hotel with endless hallways. There was a half-open door at the end of the hall. The mood was strange — familiar and foreign at once. I woke with a strange awareness.,moderate,"restlessness,anticipation,reflection,awe","self_expression,strategy,small_disruption,letting_go","bus_stop,hair"
5479,I was trying to call for help from a locked exam hall where I knew nothing. I found a rope fraying as I held it and tried to push it away. My hands were trembling when I finally woke. I woke with a racing heart.,high,"regret,terror,guilt,stress","upheaval,emotional_overflow","locker,church,dove"
5480,I was sharing a meal in a moonlit courtyard and noticed a small herb garden in full bloom. I felt a quiet warmth spread through me.,low,"delight,relief,awe,belonging,calm","clarity,connection,urgency","path,jewelry,garage,summer"
5481,The dream began in a crowded market where I knew no one. I was trying to remember the way through and came across a distant light I could not reach. I felt the past pressing gently forward. I felt the need to reflect.,moderate,"ambition,awe,melancholy,suspicion,longing","transition,work_boundary,coexistence,suspension","baby,clothes"
5482,"Unexpectedly, i was in a car with no brakes but the road curved upward and the car slowed on its own.",moderate,"longing,wistfulness,shock","transition,time,change,blocked_progress","spider,dawn,bee"
5483,I was writing in a candlelit library and noticed a friendly dog wagging its tail. I felt a soft joy I could not name.,low,"acceptance,satisfaction,joy,serenity,self_consciousness","growth,freedom",lantern
5484,I found a rope fraying as I held it as I was losing control in a speeding car with no brakes. The alarm I felt did not fade quickly. I woke with my heart pounding.,high,"anxiety,frustration,disorientation,shame,guilt","collective_threat,pressure",legs
5485,I was wandering through an unfamiliar city street at dusk and noticed a mirror showing a different room. I could not decide if it was a warning or an invitation. I could not decide if it was good or bad.,moderate,"anticipation,sadness,ambition","self_expression,liminal_space,work_boundary,discovery",thunder
5486,"I was being overwhelmed in a city block shaking in an earthquake and noticed a wall collapsing toward me. I woke with a deep, formless dread. I woke in a state of alarm.",high,"disorientation,shock,helplessness,anxiety,grief","performance_stress,time_pressure,academic_pressure,collapse","bell,glass,drawer"
5487,I was playing with children in a bright dining room with family and noticed a golden key on the ground. Something about it made me feel completely at home.,low,"hope,joy,gentleness,contentment","celebration,seasonal_comfort","bee,chest_box,feet,bed"
5488,The dream began in a hospital corridor where all the doors were locked. I was struggling to escape and came across a ceiling coming down. The panic lingered into the morning. I woke with a racing heart.,high,"stress,instability,exposure,overwhelm,tenderness","emotional_overflow,collective_threat,privacy,memory","flying,tiger,computer,rain"
5489,"As the dream continued, i was being chased but every time I looked back the pursuer was further away.",moderate,"ambition,suspicion,curiosity,ambivalence","work_boundary,secrets,time","lock,earthquake,teeth"
5490,I was following a stranger through a half-empty train moving slowly and noticed a broken clock on the wall. I was not sure whether to feel relieved or uneasy. I woke in quiet contemplation.,moderate,"nostalgia,longing,amusement,curiosity","suspension,power,hidden_truth,nostalgia_for_past","bike,rope,desk,frog"
5491,I found a shining star reflected in water as I was gardening in a familiar beach at low tide. I breathed slowly and felt the tension leave my body. I felt the warmth linger into morning.,low,"longing,inspiration,delight,acceptance","guidance,clarity","drawer,teaching"
5492,I was trapped in a city block shaking in an earthquake. There was a shattered window with sharp edges. The fear stayed with me long after I opened my eyes. I could not shake the feeling of danger.,high,"fear,instability,disorientation,humiliation,overwhelm","technology_stress,simplicity","tears,bell,earthquake,shelf"
5493,The dream began in a soft forest clearing with birdsong. I was exploring peacefully and came across a smiling child reaching up to me. A gentle peace settled over me. I sensed a new beginning approaching.,low,"gratitude,belonging,longing,purpose,confidence","restoration,reconciliation,forgiveness,chaos","earthquake,coat"
5494,I was dancing softly in a rooftop garden above the city and noticed a shining star reflected in water. Something about it made me feel completely at home. I woke with a soft smile.,low,"longing,curiosity,peace","small_kindness,renewal,nourishment,social_uncertainty","soldiers,courtyard,winning,blanket"
5495,I was listening to music in a flower-filled hillside. I found a familiar face smiling at me and smiled at it. The feeling lingered long after I opened my eyes. I woke feeling deeply restored.,low,"nostalgia,wonder,joy,warmth","security,domestic_healing,simplicity","school,photos"
5496,"The dream began in a falling aircraft losing altitude fast. I was panicking in and came across a darkness spreading over everything. I lay awake for an hour, unable to shake the dread. I woke with a heavy dread.",high,"shame,disorientation,anxiety,powerlessness,stress","avoidance,impostor_feeling,confinement","phone,apples,desk,whispers"
5497,I was reading in a lush green valley and noticed a warm scarf left on a branch. There was a stillness I did not want to disturb. I woke feeling completely at home.,low,"comfort,hope,panic","reflection,freedom,security","dog,boat,work"
5498,"Unexpectedly, i found a letter that said something terrible was coming but that I would be okay.",moderate,"determination,protectiveness,yearning,sadness,fatigue","deception,suspension,hidden_path","desert,monkey"
5499,I found a compass spinning in circles as I was trying to communicate in a deserted park at twilight. Part of me wanted to stay; part of me needed to leave. I felt the need to reflect.,moderate,"disconnection,yearning,fatigue","hidden_path,domestic_stress,time,transition","tunnel,angel,rice,mountain"
5500,I was listening to music in a childhood backyard in summer. There was a gentle bird on a branch. I smiled without meaning to.,low,"longing,gentleness,calm","emotional_balance,urban_healing,freedom","stage,hawk"
5501,I was gardening in a flower-filled hillside and noticed a warm scarf left on a branch. I felt a soft joy I could not name.,low,"hope,care,belonging,curiosity,ambivalence","companionship,healing","donkey,clothes"
5502,I found a distant light I could not reach as I was packing bags in a maze-like office with no exits. I could not decide if it was a warning or an invitation. I sensed something unfinished.,moderate,"nostalgia,wariness,sadness,ambivalence,surprise","ambiguity,memory","back,chest,fox,maze"
5503,"Unexpectedly, i dreamed I was very sick but surrounded by people who loved me.",moderate,"melancholy,ambition,anticipation","liminal_space,technology_stress","deer,rain,hawk,food"
5504,I was searching for something in a quiet hospital ward at night. There was a sealed jar I could not open. I was not sure whether to feel relieved or uneasy. I sensed a change was coming.,moderate,"wistfulness,surprise,melancholy,nostalgia,reflection","coexistence,small_disruption,hidden_desire,searching_for_self","window,thunder"
5505,I found a locked box with no key as I was trying to navigate a half-empty train moving slowly. The image stayed with me all morning. I woke unsure what it meant.,moderate,"wistfulness,alertness,amusement,restlessness,longing","mystery,nostalgia_for_past,past,public_visibility","desert,butterfly,food,feet"
5506,I was wandering through a half-empty train moving slowly and noticed a tangled rope on the floor. I felt the past pressing gently forward. I woke with a strange awareness.,moderate,"alertness,awe,confusion,anticipation,affection","alienation,change","soup,lightning"
5507,I found myself lost in a foggy harbour with no boats. There was a hidden staircase behind a shelf. There was a quiet ambivalence I could not shake. I sensed something unfinished.,moderate,"sadness,confusion,regret,disconnection,reflection","hidden_path,inner_self",bird
5508,I was struggling to escape a pitch-black tunnel with no end. I found a clock counting down to zero and watched it helplessly. I woke feeling utterly drained.,high,"powerlessness,guilt,panic,exposure","abandonment,collective_threat,hidden_refuge","classroom,skin"
5509,I was exploring peacefully a quiet harbour on a calm morning and noticed a folded note that said 'be brave'. I carried that peace into the morning.,low,"gratitude,serenity,focus,dread","guidance,flow,family,small_blessing",dust
5510,I was watching from a distance in a strange hotel with endless hallways and noticed a forgotten notebook in my handwriting. I felt the weight of something I had been avoiding. I woke unsure what it meant.,moderate,"ambivalence,anticipation,wistfulness,rage","time,awakening,alienation","backyard,jewelry,eating"
5511,I found a car with no brakes on a steep hill as I was losing control in a room filling with smoke. I woke in a cold sweat. I could not shake the feeling of danger.,high,"humiliation,regret,desperation,rage","avoidance,loss_of_control",bell
5512,The dream began in a train platform where the train never came. I found myself lost in and came across a mirror showing a different room. I woke feeling somewhere between relief and regret. I sensed a change was coming.,moderate,"apprehension,determination,suspicion,ambition,awe","self_expression,coexistence","room,garden,games"
5513,"I was listening to music in a soft meadow under a pale sky. There was a shining star reflected in water. Everything felt right, just for that moment. I woke feeling completely at home.",low,"playfulness,inspiration,delight","companionship,renewal,small_kindness,community","coat,gate"
5514,I was collapsing inside an endless maze with no exits. There was a clock counting down to zero. I woke in a cold sweat. I woke gasping.,high,"frustration,stress,guilt,melancholy","public_visibility,liminal_space","field,snow,desert"
5515,I found a distant light I could not reach as I was wandering through a half-empty train moving slowly. I was not sure whether to feel relieved or uneasy. The feeling lingered unresolved.,moderate,"regret,wariness,ambivalence","small_disruption,searching_for_self,ambiguity","box,thunder"
5516,I was dancing softly in a candlelit library. There was a child's drawing on the wall. I felt held by something larger than myself. I felt the tension release completely.,low,"satisfaction,awe,reverence","abundance,stillness,forgiveness,connection",shop
5517,"Unexpectedly, i was in a collapsing building but found a staircase that led to the roof and open sky.",moderate,"sadness,self_awareness,ambivalence,alertness","domestic_stress,confinement",desk
5518,I found a welcoming fire in the hearth as I was listening to music in a still mountain path at sunrise. I stood there feeling lighter than I had in years.,low,"awe,nostalgia,comfort,apprehension","urban_healing,simplicity","ring,watch,back"
5519,"At some point, i was trapped in a room that kept shrinking but the walls were covered in paintings I recognized.",moderate,"suspicion,ambivalence,anticipation","suspension,alienation,transition,uncertainty","desert,email"
5520,I was trying to call for help from a speeding car with no brakes. There was a ceiling coming down. I could not look at the clock for a long time. The shame burned even after waking.,high,"guilt,humiliation,stress,dread","avoidance,blocked_expression","drawer,smoke,wave,blood"
5521,The dream began in a hospital corridor where all the doors were locked. I was falling from and came across a locked door with no handle. I woke in a cold sweat.,high,"overwhelm,guilt,terror,panic,hurt","survival,collective_threat",forest
5522,"I was unable to move in a raging flood sweeping through the streets. I found a staircase crumbling underfoot and tried to push it away. I woke shaking, the image still vivid.",high,"overwhelm,rage,anger,pressure,regret","pressure,vulnerability,modern_stress","wave,shadow"
5523,"For a moment, i was on a sinking ship but everyone was calm and the lifeboats were ready.",moderate,"wistfulness,disconnection,sadness,ambition","hidden_desire,work_boundary,ambiguity,strategy","monkey,boat"
5524,I was playing with children in a familiar beach at low tide and noticed a soft blanket left for me. A sense of belonging washed over me. I felt a deep sense of peace.,low,"inspiration,longing,belonging","growth,achievement","donkey,lantern"
5525,I was in a dark tunnel but I could hear music from the other end.,moderate,"curiosity,surprise,restlessness,serenity","awakening,suspension,work_boundary,hidden_message","key,candle,back"
5526,I was listening to music in a dock over a glassy lake. I found a colorful butterfly landing on my hand and picked it up gently. I felt genuinely content. I woke with a sense of belonging.,low,"gentleness,focus,warmth,inspiration,affection","domestic_healing,new_beginning,seasonal_comfort","bee,angels,elders,river"
5527,I found a blank exam paper I could not read as I was panicking in a locked exam hall where I knew nothing. The shame burned even in daylight. I woke with a deep sense of dread.,high,"terror,frustration,claustrophobia,shame","persecution,survival,time_pressure,danger",lightning
5528,I was sorting old things in a waiting room with no clock. I found a mirror showing a different room and studied it carefully. I felt cautiously hopeful but not yet certain.,moderate,"longing,alertness,fatigue,wistfulness,restlessness","identity,emotional_processing",temple
5529,I wandered gently through a bright dining room with family. I found a basket of ripe fruit and smiled at it. I breathed slowly and felt the tension leave my body.,low,"awe,satisfaction,wonder","abundance,reflection,grounding",breath
5530,I found a phone that would not dial as I was struggling to escape a city block shaking in an earthquake. The helplessness stayed with me all day. I lay awake for hours afterward.,high,"powerlessness,desperation,anguish,frustration","hidden_threat,privacy","library,clock,compass"
5531,"I was desperately searching in a crumbling building that shook underfoot and noticed a crowd closing in from all sides. I sat up gasping, unable to remember how to breathe. I woke in a state of alarm.",high,"instability,humiliation,shock,disorientation","social_judgment,avoidance,absurdity,hidden_threat","desk,palace"
5532,I was watching the sunrise from a quiet lake at dawn. I found a warm scarf left on a branch and held it close. I breathed slowly and felt the tension leave my body. I carried that peace with me all day.,low,"care,longing,joy,freedom,contentment","forgiveness,hidden_refuge","earthquake,apples,jewelry"
5533,The dream began in an endless maze with no exits. I was panicking in and came across a staircase crumbling underfoot. My hands were trembling when I finally woke. I woke feeling trapped even after opening my eyes.,high,"regret,stress,alertness","blocked_progress,technology_stress,confinement","office,chest,locker"
5534,I was fighting to breathe in a hostile crowd pressing from all sides. There was a phone that would not dial. I woke in a cold sweat.,high,"urgency,pressure,instability,obsession,care","upheaval,blocked_expression,public_visibility,danger","black,baby,market,bamboo"
5535,I was trying to navigate a crowded market where I knew no one. I found a silent telephone ringing and left it where it was. Something in the dream asked a question I had not answered.,moderate,"disconnection,anticipation,regret,unease,pressure","searching_for_self,secrets,alienation,warning",dusk
5536,"Later in the dream, i was running through a dark forest when I suddenly stepped into a sunlit clearing. The fear faded, replaced by a strange calm I did not trust.",moderate,"self_awareness,surprise,sadness","nostalgia_for_past,chaos","hands,bear,glass,shark"
5537,I was screaming with no sound coming out in an endless maze with no exits. There was a shadow that moved on its own. I could not remember how to feel safe. I woke with a racing heart.,high,"alertness,overwhelm,pressure,powerlessness,helplessness","persecution,entrapment",locker
5538,I was watching helplessly as everything collapsed in a hospital corridor where all the doors were locked and noticed a floor dissolving beneath my feet. I could not fall back asleep. The panic lingered into daylight.,high,"helplessness,frustration,pressure,powerlessness,grief","loss_of_control,danger",fire
5539,The dream began in an unfamiliar city street at dusk. I found myself lost in and came across a cracked mirror on the wall. The mood was strange — familiar and foreign at once. I woke unsure what it meant.,moderate,"self_awareness,amusement,awe,fatigue","nostalgia_for_past,self_expression,letting_go","tunnel,green,light,desert"
5540,I found a darkness spreading over everything as I was failing to protect someone in a collapsing bridge over a gorge. I could not fall back asleep. I jolted awake in a cold sweat.,high,"guilt,self_consciousness,obsession,overwhelm","hidden_threat,time_pressure,technology_stress,modern_stress","whale,rice,river"
5541,I was investigating a silent library with flickering lights and noticed a compass spinning in circles. The feeling was hard to name — somewhere between hope and worry.,moderate,"awe,regret,peace","inner_self,letting_go,liminal_space,domestic_stress","stage,crow"
5542,"Somehow, i was being tested on something I had never studied but the answers came easily.",moderate,"reflection,anticipation,sadness","power,mystery,hidden_desire,identity","desk,evening,star"
5543,"The dream began in a suffocating elevator that would not open. I was losing control in and came across a car with no brakes on a steep hill. I sat up gasping, unable to remember how to breathe. The panic lingered into daylight.",high,"stress,frustration,urgency","urgency,blocked_progress,impostor_feeling,vulnerability","star,ladder"
5544,"Somehow, i was being buried in sand but I could still breathe and the sun was warm.",moderate,"ambition,surprise,unease,alertness,yearning","transition,unresolved_conflict,time,mystery","sunset,rice,email,window"
5545,I was cleaning out a narrow alley between tall walls. There was a distant light I could not reach. The feeling was hard to name — somewhere between hope and worry.,moderate,"sadness,longing,suspicion","liminal_space,time,hidden_truth,seasonal_comfort","school,tree,tiger"
5546,"As the dream continued, i was trapped in a room that kept shrinking but the walls were covered in paintings I recognized.",moderate,"awe,nostalgia,ambition,disconnection,hesitation","letting_go,power,past,ambiguity","bed,arguing,photograph,desert"
5547,I was losing control in a collapsing staircase in a tall tower and noticed a shadow that moved on its own. I jolted awake with my heart pounding. I woke with a racing heart.,high,"anger,claustrophobia,powerlessness,stress,pressure","time_pressure,absurdity,collapse,loss_of_control",train
5548,"I was meditating in a welcoming village square. There was a shining star reflected in water. Everything felt right, just for that moment. I carried that warmth into the day.",low,"reverence,peace,contentment","celebration,time",ant
5549,I was trying to call for help from a cracked road crumbling beneath me. I found a wall collapsing toward me and could not escape it. The panic lingered into the morning.,high,"desperation,instability,shock,hope","performance_stress,upheaval,chaos","photos,library"
5550,"Strangely, i was failing to fly but every time I fell I landed somewhere beautiful.",moderate,"awe,sadness,determination","domestic_stress,discovery,power","dusk,night"
5551,I was being chased through a city block shaking in an earthquake. There was a charging animal with nowhere to go. The weight of it followed me into the morning. I woke gasping.,high,"panic,overwhelm,disorientation","blocked_progress,hidden_threat,instability,work_stress","dock,broken_glass,face,teaching"
5552,I was watching the sunrise from a quiet harbour on a calm morning. I found a welcoming fire in the hearth and held it close. I felt a quiet warmth spread through me. I felt the warmth linger into morning.,low,"delight,freedom,melancholy","family,clarity","ticket,ring,silver"
5553,I found a sealed jar I could not open as I was following a stranger through a strange hotel with endless hallways. I woke in quiet contemplation. I felt the need to reflect.,moderate,"anticipation,disconnection,ambition,surprise,stress","work_boundary,power,pause,memory","bird,feather"
5554,I was fighting to breathe in a stormy ocean with no shore in sight and noticed a locked door with no handle. The weight of it followed me into the morning. I woke with a deep sense of dread.,high,"urgency,overwhelm,panic,focus","public_visibility,inner_self","document,field,key"
5555,The dream began in a dark underwater cave filling with water. I was failing to protect someone in and came across a door that opened onto nothing. I could not fall back asleep. I could not shake the feeling of danger.,high,"desperation,pressure,instability","collective_threat,public_visibility,impostor_feeling,blocked_progress","tickets,crying"
5556,I was being chased through a rooftop with no railing in high wind. I found a key that kept changing shape and tried to push it away. I woke in a cold sweat. I woke with a racing heart.,high,"grief,anger,anxiety,shock","absurdity,persecution,technology_stress,survival","teeth,forest,sun,white"
5557,"Somehow, i was in a car with no brakes but the road curved upward and the car slowed on its own.",moderate,"protectiveness,surprise,ambivalence,ambition","hidden_truth,warning,time","monsters,searching,bag"
5558,"I was dancing softly in a dock over a glassy lake. I found a stack of beloved books and held it close. Everything felt right, just for that moment.",low,"belonging,gentleness,self_consciousness","clarity,hidden_refuge,forgiveness,loss_of_control",whale
5559,"The dream began in a soft meadow under a pale sky. I was listening to music in and came across a folded note that said 'be brave'. Everything felt right, just for that moment.",low,"awe,inspiration,nostalgia,care,satisfaction","seasonal_comfort,movement,connection,modern_stress",snake
5560,I found a strange map with no labels as I was investigating a strange hotel with endless hallways. I felt cautiously hopeful but not yet certain. I woke feeling reflective.,moderate,"awe,sadness,anticipation,surprise,melancholy","pause,inner_self","deer,angel"
5561,"I was panicking in a burning building with blocked exits and noticed a venomous snake blocking the path. Even awake, I felt trapped. The panic lingered into daylight.",high,"anxiety,obsession,instability,disorientation,anguish","privacy,hidden_threat,technology_failure,time_pressure","jewelry,ring,fox,subway"
5562,I was exploring peacefully a lush green valley and noticed a golden key on the ground. A gentle peace settled over me. I woke feeling deeply restored.,low,"gentleness,wonder,warmth,tenderness","movement,emotional_balance,renewal",classroom
5563,I was meditating in a flower-filled hillside. There was a glowing lantern hanging above. I carried that peace into the morning. I woke feeling completely at home.,low,"delight,satisfaction,purpose","spirituality,reconciliation,simplicity,renewal","ticket_stub,back,tiger,black"
5564,I was trying to remember the way through a dimly lit room with one window and noticed a silent telephone ringing. Something in the dream asked a question I had not answered.,moderate,"anticipation,disconnection,shock","pause,domestic_stress","arms,arguing,hospital"
5565,I was watching from a distance in a shadowy courtyard I had never seen. I found a hidden staircase behind a shelf and studied it carefully. The image stayed with me all morning.,moderate,"fatigue,awe,anticipation","hidden_message,hidden_desire,liminal_space","dove,evening"
5566,I found an old carved wooden door standing open as I was playing with children in a rooftop garden above the city. Something about it made me feel completely at home.,low,"focus,affection,freedom","flow,connection,achievement","food,table,locker"
5567,The dream began in a bright dining room with family. I was watching the sunrise from and came across a familiar face smiling at me. I woke still carrying that warmth. I carried that warmth into the day.,low,"joy,focus,longing,belonging,gratitude","companionship,reconciliation,connection","roof,store"
5568,The dream began in a half-lit corridor in an old building. I was investigating and came across a silent telephone ringing. I felt cautiously hopeful but not yet certain.,moderate,"anticipation,unease,wistfulness,anxiety","deception,awakening,instability","baby,porch"
5569,The dream began in a burning building with blocked exits. I was trying to call for help from and came across a flood rising through the floor. The shame burned even in daylight.,high,"disorientation,shock,humiliation","danger,confinement","horse,work,monsters"
5570,I was panicking in a burning building with blocked exits and noticed a floor dissolving beneath my feet. I could not look at the clock for a long time. The shame burned even after waking.,high,"fear,anger,frustration,rage,self_consciousness","impostor_feeling,modern_stress","roof,letters,family,fish"
5571,I was being overwhelmed in a cracked road crumbling beneath me. I found a door that opened onto nothing and watched it helplessly. I jolted awake with my heart pounding.,high,"rage,panic,regret,desperation,anger","urgency,blocked_progress,upheaval,emotional_overflow","screen,train,dusk"
5572,I was writing in a moonlit courtyard and noticed a stack of beloved books. I smiled without meaning to.,low,"longing,nostalgia,care,wonder,hope","celebration,forgiveness",suitcase
5573,"I was being overwhelmed in a sinking ship in open water. I found a fire spreading faster than I could run and watched it helplessly. I sat up gasping, unable to remember how to breathe. I woke gasping.",high,"anxiety,powerlessness,shock","pressure,emotional_balance","books,notebook,wedding,mountain"
5574,I was struggling to escape a sinking ship in open water. There was a rope fraying as I held it. The alarm I felt did not fade quickly. I could not shake the feeling of danger.,high,"instability,stress,terror,delight","collective_threat,vulnerability","garden,path,fox,apples"
5575,I found a candle already lit in the window as I was cooking in a lush green valley. Something about it made me feel completely at home. I felt the tension release completely.,low,"curiosity,gratitude,warmth,hope,calm","guidance,stillness","blanket,wolf"
5576,I was desperately searching in a dark forest with no path. There was a staircase crumbling underfoot. I woke feeling like something had been taken from me. I could not fall back asleep.,high,"claustrophobia,shame,dread,fear","hidden_threat,performance_stress,blocked_progress,hidden_desire","eating,library"
5577,I was reading in a lush green valley. I found a colorful butterfly landing on my hand and held it close. A sense of belonging washed over me.,low,"confidence,reverence,hope,gentleness","protection,reconciliation,transformation,growth","rest,music"
5578,I was in a fire but the smoke smelled like pine trees.,moderate,"curiosity,nostalgia,hesitation,reflection,suspicion","small_disruption,mystery,work_boundary,past","light,earthquake,skin,candle"
5579,I found a tangled rope on the floor as I was hesitating at the edge of a strange hotel with endless hallways. I woke in quiet contemplation. I sensed a change was coming.,moderate,"unease,protectiveness,wariness,amusement","domestic_stress,discovery","donkey,soup,deer,shelf"
5580,"Suddenly, i was late for an exam but the classroom was full of people I loved.",moderate,"reflection,suspicion,wistfulness,amusement,confusion","letting_go,emotional_processing","backyard,rice,gold"
5581,I was unable to move in a collapsing bridge over a gorge. There was a shattered window with sharp edges. The weight of it followed me into the morning. The helplessness stayed with me all day.,high,"stress,anguish,frustration,dread,self_consciousness","social_judgment,loss_of_control","bed,green,angel"
5582,I found a charging animal with nowhere to go as I was failing an exam in a burning building with blocked exits. I woke in a cold sweat. I lay awake for hours afterward.,high,"disorientation,shock,alertness,anger","impostor_feeling,confinement,entrapment,hidden_threat","work,back"
5583,I was resting in a bright dining room with family. There was a welcoming fire in the hearth. I felt genuinely content.,low,"satisfaction,joy,comfort,relief,serenity","learning,work_stress","ship,chest,spider"
5584,I was sorting old things in a crossroads in the middle of nowhere. I found a distant light I could not reach and left it where it was. I felt both drawn in and held back. I sensed something unfinished.,moderate,"protectiveness,suspicion,reflection,determination","uncertainty,deception,transition","airport,path,monkey"
5585,"The dream began in a suffocating elevator that would not open. I was drowning in and came across a wolf standing in the doorway. I woke with a deep, formless dread.",high,"anger,terror,powerlessness","technology_stress,time_pressure,impostor_feeling","arguing,broken_glass,fire,bell"
5586,The dream began in a narrow alley between tall walls. I was trying to communicate in and came across a mirror showing a different room. I could not decide if it was a warning or an invitation.,moderate,"apprehension,sadness,awe,nostalgia","social_uncertainty,liminal_space,change,ambiguity","eagle,room,shark"
5587,I found a child's drawing on the wall as I was reuniting with friends in a peaceful mountain clearing. I carried that peace into the morning. I woke up smiling.,low,"tenderness,gratitude,peace,gentleness","new_beginning,seasonal_comfort,companionship","flying,smoke"
5588,I was trying to remember the way through a crowded market where I knew no one. I found a locked box with no key and left it where it was. I felt cautiously hopeful but not yet certain. I woke unsure what it meant.,moderate,"protectiveness,longing,ambition,apprehension,gentleness","work_boundary,change,strategy",oranges
5589,I was playing with children in a warm porch at sunset. I found a beautiful rainbow overhead and held it close. A sense of belonging washed over me. I woke feeling deeply restored.,low,"inspiration,delight,curiosity,confidence,wonder","release,restoration,security","tears,praying"
5590,I was walking through a breezy open field. There was a letter with good news inside. I felt a quiet warmth spread through me. I woke with a sense of belonging.,low,"acceptance,awe,freedom","transformation,seasonal_comfort","stage,food,ocean"
5591,I was attempting to leave a strange hotel with endless hallways. I found a hidden staircase behind a shelf and left it where it was. The mood was strange — familiar and foreign at once.,moderate,"self_awareness,ambition,determination,reflection","strategy,liminal_space,deception,letting_go","herbs,fruit,praying,tickets"
