symbol_name,traditional_summary_en,theme_tags,emotion_hints,stress_hint,source_origin
shadow_lengthening,"May suggest aging, ending energy, or realization that a phase is declining.","aging,decline,time,awareness","sadness,reflection,unease",low,zhougong
frost_window,"May suggest emotional distance, seasonal hardship, or beauty in cold restraint.","coldness,hardship,restraint,beauty","sadness,calm,detachment",low,zhougong
dew_drop,"May suggest brief purity, fragile blessing, or a chance that soon evaporates.","fragility,purity,transience,blessing","wonder,hope,tenderness",low,zhougong
hailstones,"May suggest sharp setbacks, sudden harshness, or small repeated injuries.","setback,harshness,injury,repetition","alarm,frustration,stress",moderate,zhougong
monsoon_rain,"May suggest overwhelming emotion, seasonal necessity, or abundance mixed with strain.","emotion,abundance,overwhelm,cycle","anxiety,relief,fatigue",moderate,zhougong
dry_well,"May suggest depleted feeling, lost support, or fear that inner resources are gone.","depletion,loss,scarcity,inner_life","sadness,anxiety,emptiness",high,zhougong
overflowing_well,"May suggest surprising reserves, emotional excess, or abundance difficult to contain.","abundance,overflow,emotion,resource","relief,unease,gratitude",moderate,zhougong
water_jug,"May suggest preserved vitality, domestic responsibility, or carrying emotional sustenance.","sustenance,domesticity,burden,care","calm,duty,comfort",low,zhougong
broken_jug,"May suggest wasted effort, loss of emotional containment, or household disruption.","loss,containment_failure,domesticity,disruption","sadness,frustration,anxiety",moderate,zhougong
well_rope,"May suggest access to deep feeling, labor to draw support, or connection to reserves.","depth,effort,resource,connection","hope,focus,fatigue",low,zhougong
pulley,"May suggest leverage, cooperation, or practical means to lift a burden.","support,mechanism,effort,problem_solving","relief,focus,confidence",low,zhougong
millstone,"May suggest repetitive labor, grinding pressure, or steady transformation through effort.","labor,pressure,repetition,transformation","fatigue,duty,acceptance",moderate,zhougong
watermill,"May suggest productive use of emotional flow, livelihood, or cyclical work.","productivity,cycle,emotion,livelihood","calm,focus,hope",low,zhougong
mill_wheel,"May suggest recurring circumstances, momentum, or the usefulness of repetition.","cycle,momentum,labor,structure","reflection,calm,acceptance",low,zhougong
forge,"May suggest intense transformation, skill under heat, or character shaped by ordeal.","transformation,skill,pressure,endurance","determination,stress,hope",moderate,zhougong
anvil,"May suggest endurance under repeated force, work discipline, or hard lessons.","endurance,discipline,pressure,craft","focus,fatigue,resilience",moderate,zhougong
hammer,"May suggest forceful action, constructive effort, or blunt emotional expression.","force,construction,action,expression","determination,anger,focus",moderate,zhougong
tongs,"May suggest careful handling of danger, emotional distance, or practical control.","control,danger,precision,distance","caution,focus,unease",low,zhougong
bellows,"May suggest fanning intensity, fueling ambition, or escalating conflict deliberately.","intensity,ambition,conflict,energy","tension,focus,urgency",moderate,zhougong
blacksmith,"May suggest self-making, disciplined labor, or identity forged through hardship.","craft,identity,labor,transformation","respect,determination,focus",low,zhougong
metal_sparks,"May suggest brief inspiration, conflict friction, or dangerous excitement.","inspiration,friction,danger,energy","alertness,excitement,unease",moderate,zhougong
gold_ingot,"May suggest concentrated wealth, reward, or temptation toward material fixation.","wealth,reward,temptation,status","desire,hope,greed",moderate,zhougong
silver_ingot,"May suggest moderate prosperity, stored value, or practical financial hope.","wealth,security,practicality,hope","relief,hope,caution",low,zhougong
copper_coin,"May suggest small gains, daily trade, or modest but real value.","small_gain,trade,value,practicality","contentment,focus,hope",low,zhougong
coin_stack,"May suggest accumulation, discipline, or anxiety about preserving gains.","accumulation,security,wealth,control","hope,anxiety,satisfaction",moderate,zhougong
empty_purse,"May suggest insecurity, dependence, or fear of diminished options.","scarcity,dependence,loss,anxiety","fear,stress,helplessness",high,zhougong
borrowed_money,"May suggest temporary relief, obligation, or hidden pressure beneath gain.","relief,obligation,debt,pressure","hope,anxiety,shame",moderate,zhougong
debt_note,"May suggest lingering obligation, moral pressure, or future burden attached to the present.","obligation,pressure,future_burden,accountability","anxiety,guilt,stress",high,zhougong
pawnshop,"May suggest sacrifice of value for survival, regret, or temporary rescue at a cost.","sacrifice,survival,regret,tradeoff","sadness,relief,pressure",moderate,zhougong
merchant_scale,"May suggest fairness, judgment, exchange balance, or moral accounting.","balance,judgment,trade,morality","focus,unease,clarity",low,zhougong
weights,"May suggest measurable responsibility, fairness, or burdens that can be counted.","responsibility,balance,burden,measurement","focus,duty,calm",low,zhougong
ledger_book,"May suggest accountability, memory of transactions, or emotional scorekeeping.","accountability,memory,trade,judgment","anxiety,focus,control",moderate,zhougong
warehouse_key,"May suggest access to stored prosperity, responsibility, or guarded opportunity.","access,prosperity,responsibility,security","hope,pressure,caution",low,zhougong
grain_tax,"May suggest forced loss, civic duty, or resentment at unequal burdens.","loss,duty,authority,resource","resentment,anxiety,duty",moderate,zhougong
tribute_gifts,"May suggest obligation upward, strategic generosity, or the cost of favor.","obligation,generosity,status,politics","pressure,hope,calculation",moderate,zhougong
customs_gate,"May suggest scrutiny, delay, or testing before entry into opportunity.","scrutiny,delay,threshold,opportunity","anxiety,anticipation,frustration",moderate,zhougong
market_haggling,"May suggest negotiation, uncertainty of worth, or social friction around gain.","negotiation,value,friction,opportunity","tension,focus,hope",moderate,zhougong
auction_block,"May suggest competition, public valuation, or fear of losing by waiting.","competition,valuation,urgency,publicity","anxiety,excitement,pressure",moderate,zhougong
treasure_map,"May suggest hidden opportunity, risky pursuit, or faith in signs of reward.","opportunity,search,risk,hope","hope,curiosity,greed",moderate,zhougong
hidden_cache,"May suggest secret reserves, private strengths, or fear of discovery.","secrecy,resource,security,hidden_strength","relief,caution,unease",low,zhougong
buried_gold,"May suggest dormant potential, secret wealth, or value unavailable for present use.","potential,wealth,secrecy,delay","hope,frustration,curiosity",low,zhougong
safe_passage,"May suggest relief after danger, divine favor, or confidence restored through survival.","relief,safety,protection,journey","gratitude,calm,hope",low,zhougong
checkpoint,"May suggest examination, delay, or legitimacy tested by authority.","scrutiny,authority,delay,legitimacy","anxiety,focus,frustration",moderate,zhougong
passport_scroll,"May suggest permission, identity confirmation, or conditional freedom of movement.","identity,permission,travel,authority","hope,anxiety,readiness",moderate,zhougong
travel_permit,"May suggest dependence on approval, access through order, or constrained mobility.","approval,access,authority,travel","pressure,hope,frustration",moderate,zhougong
border_marker,"May suggest limits, identity distinction, or awareness of forbidden crossing.","boundary,identity,restriction,choice","caution,curiosity,anxiety",moderate,zhougong
frontier,"May suggest danger and opportunity together, expansion, or testing of courage.","opportunity,risk,expansion,courage","excitement,anxiety,determination",moderate,zhougong
trail_marker,"May suggest guidance, signs from predecessors, or reassurance on a hard path.","guidance,journey,tradition,reassurance","hope,calm,focus",low,zhougong
stone_steps,"May suggest steady ascent, old discipline, or progress made one effort at a time.","progress,discipline,effort,stability","determination,calm,fatigue",low,zhougong
mountain_switchback,"May suggest indirect progress, necessary patience, or frustration with slow ascent.","patience,indirect_progress,challenge,endurance","frustration,hope,focus",moderate,zhougong
rope_ladder,"May suggest precarious advancement, temporary support, or ambition with risk.","advancement,risk,support,ambition","anxiety,determination,hope",high,zhougong
wooden_scaffold,"May suggest work in progress, unstable support, or visible construction of status.","construction,instability,support,effort","caution,hope,stress",moderate,zhougong
watchman,"May suggest vigilance, lonely responsibility, or suspicion maintained for safety.","vigilance,responsibility,isolation,security","alertness,fatigue,unease",moderate,zhougong
night_watch,"May suggest burdened alertness, hidden threats, or duty while others rest.","duty,vigilance,threat,isolation","anxiety,fatigue,focus",moderate,zhougong
signal_fire,"May suggest emergency communication, warning, or rapid spread of alarming news.","warning,communication,urgency,threat","alertness,fear,stress",high,zhougong
beacon_tower,"May suggest guidance from afar, official warning, or hope visible in darkness.","guidance,warning,protection,distance","relief,alertness,hope",low,zhougong
messenger_bag,"May suggest important news carried personally, duty, or burden of communication.","communication,duty,burden,news","anticipation,pressure,focus",moderate,zhougong
sealed_letter,"May suggest hidden information, suspense, or emotionally charged communication.","secrecy,message,suspense,relationship","curiosity,anxiety,hope",moderate,zhougong
open_letter,"May suggest revealed truth, exposure, or direct communication impossible to ignore.","revelation,communication,clarity,exposure","relief,anxiety,focus",moderate,zhougong
broken_seal,"May suggest violated trust, premature revelation, or crossed boundaries.","betrayal,revelation,boundary,trust","anger,anxiety,distress",high,zhougong
wax_tablet,"May suggest temporary record, revisable plans, or practical memory.","memory,planning,revision,practicality","focus,calm,control",low,zhougong
scribal_table,"May suggest official documentation, intellectual labor, or concern with exact words.","documentation,labor,precision,authority","focus,pressure,discipline",low,zhougong
brush_rest,"May suggest pause in expression, restraint, or gathering thought before speaking.","restraint,pause,expression,reflection","calm,hesitation,focus",low,zhougong
ink_splash,"May suggest accidental exposure, emotional spillover, or mistakes that leave marks.","accident,exposure,expression,mistake","embarrassment,frustration,unease",moderate,zhougong
torn_scroll,"May suggest broken agreement, damaged knowledge, or loss of narrative continuity.","loss,knowledge,rupture,communication","sadness,anxiety,confusion",moderate,zhougong
blank_scroll,"May suggest possibility, uncertainty, or pressure to define one's own future.","possibility,uncertainty,creation,future","hope,anxiety,focus",low,zhougong
red_ink,"May suggest correction, warning, authority, or emotionally charged judgment.","judgment,warning,authority,correction","anxiety,pressure,alertness",moderate,zhougong
calligraphy,"May suggest disciplined self-expression, cultivated identity, or beauty through control.","expression,discipline,identity,beauty","calm,focus,pride",low,zhougong
chalk_mark,"May suggest temporary guidance, rough planning, or something not yet finalized.","guidance,planning,temporary,transition","focus,uncertainty,calm",low,zhougong
stone_inscription,"May suggest permanence, legacy, or truth fixed beyond easy revision.","permanence,legacy,truth,authority","reverence,pressure,clarity",low,zhougong
public_notice,"May suggest reputation, exposure, or the impact of official declarations.","publicity,authority,reputation,information","anxiety,curiosity,pressure",moderate,zhougong
name_plaque,"May suggest identity recognized, judged, or preserved in social memory.","identity,reputation,recognition,memory","pride,anxiety,reflection",low,zhougong
family_register,"May suggest lineage, legitimacy, belonging, or pressure from inherited structure.","lineage,identity,belonging,duty","comfort,pressure,nostalgia",moderate,zhougong
genealogy_tree,"May suggest ancestry, branching destiny, or awareness of family patterns.","ancestry,family,pattern,identity","reflection,comfort,pressure",low,zhougong
inheritance_chest,"May suggest received burdens and benefits, family value, or unresolved legacy.","inheritance,value,burden,legacy","hope,pressure,curiosity",moderate,zhougong
dowry_box,"May suggest arranged expectations, transactional intimacy, or family strategy in union.","marriage,expectation,family,transaction","anxiety,hope,pressure",moderate,zhougong
heirloom,"May suggest continuity, memory, obligation, or value preserved across generations.","continuity,memory,obligation,value","nostalgia,respect,pressure",low,zhougong
ancestral_portrait,"May suggest scrutiny from the past, family pride, or inherited standards.","ancestry,judgment,identity,legacy","respect,pressure,nostalgia",moderate,zhougong
mourning_band,"May suggest visible grief, social acknowledgment of loss, or identity marked by sorrow.","grief,identity,ritual,loss","sadness,acceptance,solemnity",moderate,zhougong
white_robe,"May suggest mourning, purity, surrender, or emotional seriousness.","mourning,purity,ritual,seriousness","sadness,peace,detachment",low,zhougong
grave_grass,"May suggest neglected memory, ongoing mourning, or life returning over loss.","memory,loss,time,renewal","sadness,reflection,calm",low,zhougong
funeral_drum,"May suggest collective sorrow, finality, or public acknowledgment of death.","mourning,finality,ritual,community","sadness,awe,acceptance",moderate,zhougong
bier,"May suggest carrying the weight of endings, communal duty, or formal transition.","ending,duty,ritual,community","sadness,responsibility,acceptance",moderate,zhougong
memorial_offering,"May suggest remembrance, unresolved love, or obligation to the departed.","remembrance,love,duty,ritual","sadness,reverence,longing",low,zhougong
spirit_tablet,"May suggest continuing presence of ancestors, duty, or concern with unseen influence.","ancestry,duty,spirituality,presence","reverence,unease,comfort",moderate,zhougong
ghost_lantern,"May suggest uncertain guidance, mourning, or signs from what is gone.","guidance,spirit,mourning,mystery","unease,longing,curiosity",moderate,zhougong
cemetery_path,"May suggest reflective passage, confrontation with endings, or inherited quiet sorrow.","reflection,ending,ancestry,journey","sadness,peace,unease",low,zhougong
burial_mound,"May suggest hidden history, sealed grief, or rest that still influences the present.","history,grief,rest,legacy","reflection,sadness,curiosity",moderate,zhougong
ritual_paper,"May suggest symbolic release, offerings to absence, or communication with the unseen.","ritual,release,spirituality,memory","reverence,sadness,peace",low,zhougong
burning_offering,"May suggest sacrifice, transformation through surrender, or urgent appeal beyond the visible.","sacrifice,transformation,appeal,spirituality","awe,hope,grief",moderate,zhougong
incense_coil,"May suggest slow devotion, sustained prayer, or measured spiritual endurance.","devotion,time,spirituality,endurance","peace,focus,reverence",low,zhougong
temple_courtyard,"May suggest ordered peace, communal reverence, or a pause from worldly pressure.","peace,community,order,spirituality","calm,reverence,relief",low,zhougong
prayer_mat,"May suggest humility, repetition, or finding stability through ritual practice.","humility,stability,ritual,focus","peace,focus,hope",low,zhougong
sacred_spring,"May suggest cleansing, healing, or grace emerging from hidden depths.","healing,purity,grace,depth","relief,hope,reverence",low,zhougong
ablution_basin,"May suggest purification before transition, moral cleansing, or readiness.","purification,transition,readiness,ritual","calm,hope,focus",low,zhougong
monk_robe,"May suggest renunciation, simplicity, or peace gained through restraint.","renunciation,simplicity,discipline,peace","calm,detachment,hope",low,zhougong
nun_veil,"May suggest devotion, withdrawn identity, or chosen boundaries around desire.","devotion,boundary,restraint,identity","peace,hesitation,restraint",low,zhougong
temple_lamp,"May suggest enduring faith, watchful calm, or protected light in difficulty.","faith,protection,hope,endurance","peace,hope,reassurance",low,zhougong
sanctuary,"May suggest refuge, forgiveness, or a place where harsh judgment is suspended.","refuge,forgiveness,protection,peace","relief,gratitude,hope",low,zhougong
pilgrim_staff,"May suggest humble perseverance, guided hardship, or spiritual travel.","pilgrimage,endurance,guidance,humility","determination,hope,fatigue",low,zhougong
votive_tablet,"May suggest promised devotion, gratitude, or bargaining with fate.","devotion,gratitude,fate,promise","hope,reverence,anxiety",low,zhougong
holy_thread,"May suggest spiritual protection, vows, or invisible safeguarding ties.","protection,vow,spirituality,connection","comfort,hope,reverence",low,zhougong
ceremonial_sword,"May suggest authority sanctified by ritual, defense of order, or grave responsibility.","authority,ritual,defense,responsibility","awe,pressure,focus",moderate,zhougong
ritual_chalice,"May suggest sacred sharing, blessing, or solemn emotional communion.","blessing,sharing,ritual,communion","reverence,peace,hope",low,zhougong
priest_bell,"May suggest spiritual attention, warning against impurity, or cleansing sound.","attention,purification,warning,ritual","reverence,alertness,peace",low,zhougong
oracle_shell,"May suggest uncertain signs, fate sought indirectly, or fragile prophecy.","divination,fate,mystery,guidance","curiosity,anxiety,reverence",moderate,zhougong
augury_birds,"May suggest reading patterns in chance, hope for guidance, or fear of ominous signs.","omens,guidance,pattern,uncertainty","curiosity,anxiety,awe",moderate,zhougong
divining_rods,"May suggest searching for hidden truth, practical spirituality, or uncertain method.","search,truth,spirituality,uncertainty","focus,hope,doubt",low,zhougong
eclipse,"May suggest interruption of order, fear, awe, or temporary obscuring of certainty.","disruption,awe,fear,uncertainty","fear,awe,anxiety",high,zhougong
comet,"May suggest rare omen, disruptive fame, or sudden events beyond ordinary control.","omen,disruption,fame,change","awe,anxiety,anticipation",moderate,zhougong
planet_conjunction,"May suggest alignment, destiny, unusual timing, or major pattern recognition.","alignment,destiny,timing,pattern","wonder,hope,reverence",low,zhougong
constellation_map,"May suggest cosmic order, life patterning, or searching for meaning in distance.","order,meaning,destiny,guidance","wonder,calm,curiosity",low,zhougong
astrolabe,"May suggest calculation of fate, learned navigation, or reason applied to uncertainty.","calculation,guidance,knowledge,uncertainty","focus,hope,control",low,zhougong
star_chart,"May suggest planned destiny, mapping possibilities, or anxiety about reading signs correctly.","destiny,planning,signs,uncertainty","curiosity,anxiety,hope",low,zhougong
sun_disk,"May suggest sovereign vitality, clarity, or power too strong to look at directly.","power,clarity,vitality,authority","confidence,awe,pressure",moderate,zhougong
moon_disk,"May suggest cyclical feeling, gentle authority, or hidden influence over moods.","cycle,emotion,influence,calm","calm,longing,reflection",low,zhougong
halo,"May suggest blessing, elevated status, or idealization that separates one from ordinary life.","blessing,status,idealization,spirituality","awe,hope,distance",low,zhougong
aurora,"May suggest rare beauty, spiritual sign, or hope arising unexpectedly in darkness.","wonder,hope,rarity,spirituality","awe,joy,calm",low,zhougong
mirage,"May suggest false promise, desire projected outward, or confusion between wish and reality.","illusion,desire,confusion,hope","longing,frustration,unease",moderate,zhougong
echoing_hall,"May suggest amplified emotions, words returning, or loneliness in grandeur.","emotion,repetition,loneliness,space","unease,reflection,awe",low,zhougong
whisper,"May suggest secrecy, intimacy, rumor, or truth spoken indirectly.","secrecy,intimacy,rumor,communication","curiosity,trust,unease",low,zhougong
shout,"May suggest loss of control, urgent need to be heard, or conflict escalating publicly.","conflict,urgency,expression,publicity","anger,stress,panic",high,zhougong
song,"May suggest emotional expression, shared memory, or healing through voice.","expression,memory,healing,community","joy,longing,peace",low,zhougong
lullaby,"May suggest comfort, maternal protection, or desire to soothe fear and unrest.","comfort,protection,maternal,rest","peace,tenderness,sadness",low,zhougong
battle_horn,"May suggest mobilization, conflict, or preparation before a difficult confrontation.","conflict,warning,mobilization,readiness","alertness,fear,determination",high,zhougong
trumpet_call,"May suggest announcement, honor, or unavoidable change entering public awareness.","announcement,honor,change,publicity","anticipation,pressure,awe",moderate,zhougong
gong_strike,"May suggest final notice, spiritual interruption, or a moment impossible to ignore.","attention,finality,spirituality,warning","alertness,awe,unease",moderate,zhougong
silence_after_noise,"May suggest emptiness, relief, shock, or the aftermath of emotional intensity.","aftermath,relief,emptiness,reflection","relief,unease,calm",low,zhougong
market_noise,"May suggest overstimulation, opportunity mixed with stress, or social complexity.","overstimulation,opportunity,society,stress","stress,curiosity,energy",moderate,zhougong
temple_chant,"May suggest soothing order, spiritual repetition, or merging oneself into discipline.","order,spirituality,repetition,discipline","peace,reverence,focus",low,zhougong
wind_chime,"May suggest subtle messages, passing change, or quiet reassurance from the environment.","message,change,subtlety,reassurance","calm,curiosity,comfort",low,zhougong
dripping_cave,"May suggest slow emotional accumulation, ancient patience, or lonely inward reflection.","patience,accumulation,solitude,depth","calm,unease,reflection",low,zhougong
rustle_leaves,"May suggest approaching presence, minor anxiety, or gentle communication from the unseen.","presence,anxiety,subtle_message,nature","curiosity,unease,calm",low,zhougong
creaking_door,"May suggest reluctant transition, age, or warning that something hidden is opening.","transition,warning,age,secrecy","unease,curiosity,anxiety",moderate,zhougong
footstep_behind,"May suggest pursuit, conscience, or awareness of unseen attention.","pursuit,conscience,attention,threat","fear,anxiety,alertness",high,zhougong
heartbeat,"May suggest bodily truth, fear, desire, or awareness of life under pressure.","life,emotion,fear,desire","anxiety,longing,focus",moderate,zhougong
breath_cloud,"May suggest life in cold conditions, visible fragility, or temporary presence.","fragility,life,coldness,presence","calm,unease,reflection",low,zhougong
sigh,"May suggest resignation, longing, or release of emotion too small for speech.","resignation,longing,release,emotion","sadness,relief,weariness",low,zhougong
laughter,"May suggest release, social belonging, or avoidance of deeper seriousness.","release,belonging,joy,deflection","joy,relief,unease",low,zhougong
weeping,"May suggest grief, emotional cleansing, or inability to contain inner pain.","grief,release,emotion,vulnerability","sadness,relief,distress",moderate,zhougong
tears_on_sleeve,"May suggest hidden sorrow, private mourning, or evidence of emotion after restraint.","sorrow,privacy,restraint,evidence","sadness,shame,relief",low,zhougong
blush,"May suggest shame, attraction, or unwanted visibility of inner feeling.","shame,attraction,visibility,vulnerability","embarrassment,longing,anxiety",low,zhougong
pale_face,"May suggest fear, illness, or emotional depletion showing outwardly.","fear,illness,depletion,exposure","anxiety,weakness,alarm",moderate,zhougong
fever","May suggest inner conflict, illness, or transformation through bodily crisis.","illness,conflict,transformation,heat","distress,anxiety,fatigue",high,zhougong
bandage,"May suggest healing in progress, visible wound, or imperfect recovery.","healing,wound,recovery,vulnerability","hope,unease,care",low,zhougong
scar,"May suggest past pain integrated into identity, memory, or strength after harm.","memory,identity,recovery,pain","reflection,resilience,sadness",low,zhougong
bruise,"May suggest recent hurt, hidden impact, or tenderness where pressure fell.","hurt,aftermath,vulnerability,impact","sadness,anger,unease",moderate,zhougong
limp,"May suggest impaired progress, adaptation, or humility forced by weakness.","weakness,adaptation,progress,humility","frustration,care,patience",moderate,zhougong
crutch,"May suggest dependence, temporary support, or wisdom in accepting aid.","support,dependence,recovery,humility","relief,embarrassment,gratitude",low,zhougong
ointment,"May suggest soothing remedy, care, or healing through gentle attention.","healing,care,relief,gentleness","comfort,hope,calm",low,zhougong
herb_bundle,"May suggest traditional healing, preparation, or reliance on old knowledge.","healing,tradition,preparation,wisdom","hope,comfort,focus",low,zhougong
mortar_pestle,"May suggest transformation through grinding effort, practical medicine, or patient preparation.","transformation,healing,effort,preparation","focus,hope,fatigue",low,zhougong
doctor_bag,"May suggest expert help, diagnosis, or anxiety waiting for necessary intervention.","help,diagnosis,authority,healing","hope,anxiety,relief",moderate,zhougong
pulse_reading,"May suggest subtle truth, diagnosis, or fear that hidden imbalance will be found.","diagnosis,truth,body,imbalance","anxiety,curiosity,hope",moderate,zhougong
healing_tonic,"May suggest restoration, bitter help, or commitment to slow recovery.","healing,restoration,discipline,patience","hope,disgust,relief",low,zhougong
surgical_knife,"May suggest painful precision, decisive removal, or necessary intervention.","precision,pain,intervention,decision","fear,hope,tension",high,zhougong
recovery_bed,"May suggest vulnerability, dependence, or needed stillness after upheaval.","recovery,vulnerability,rest,dependence","relief,fatigue,unease",low,zhougong
sickroom,"May suggest isolation, bodily truth, or family care under strain.","illness,care,isolation,truth","sadness,comfort,anxiety",moderate,zhougong
funeral_herbs,"May suggest final care, respect for the dead, or healing mixed with grief.","mourning,care,ritual,healing","sadness,reverence,peace",low,zhougong
birth_stool,"May suggest difficult emergence, pain tied to creation, or primal transition.","birth,transition,pain,creation","fear,hope,strain",high,zhougong
labor_pains,"May suggest necessary suffering before new life, or stress preceding a major breakthrough.","suffering,breakthrough,birth,transition","pain,hope,anxiety",high,zhougong
newborn_cry,"May suggest arrival, fragile life, or emotional urgency tied to beginnings.","beginnings,fragility,life,urgency","tenderness,anxiety,joy",moderate,zhougong
milk_bowl,"May suggest simple nurture, dependence, or quiet care that sustains growth.","nurture,care,dependence,sustenance","comfort,tenderness,peace",low,zhougong
nursing_mother,"May suggest self-giving care, obligation, or intimacy through nourishment.","care,intimacy,sacrifice,nourishment","tenderness,fatigue,peace",low,zhougong
baby_shoes,"May suggest future steps, parental hope, or concern about fragile beginnings.","future,hope,beginnings,care","hope,tenderness,anxiety",low,zhougong
playroom,"May suggest innocence, disorder, or emotional truths expressed through play.","innocence,play,emotion,disorder","joy,nostalgia,unease",low,zhougong
toy_drum,"May suggest imitation of power, childhood noise, or early social signaling.","childhood,expression,power,play","joy,curiosity,energy",low,zhougong
kite_string,"May suggest guidance to something aspiring upward, or fear of losing hold.","aspiration,control,connection,freedom","hope,anxiety,joy",low,zhougong
spinning_top,"May suggest unstable energy, childhood delight, or loss of balance through motion.","play,instability,energy,cycle","joy,dizziness,unease",low,zhougong
marble_game,"May suggest competition in miniature, luck, or small stakes mirroring larger desires.","competition,luck,play,skill","focus,amusement,hope",low,zhougong
school_bell,"May suggest duty, routine, or transition between freedom and discipline.","discipline,time,transition,routine","focus,pressure,readiness",low,zhougong
copybook,"May suggest imitation, learning through repetition, or concern with correctness.","learning,repetition,discipline,correctness","focus,anxiety,hope",low,zhougong
chalkboard,"May suggest visible lessons, public mistakes, or mental work made external.","learning,exposure,clarity,discipline","focus,anxiety,curiosity",low,zhougong
ink_stained_fingers,"May suggest scholarly effort, messy learning, or evidence of committed work.","study,effort,evidence,learning","focus,pride,fatigue",low,zhougong
missed_answer,"May suggest self-doubt, judgment, or awareness of unpreparedness.","failure,judgment,self_doubt,learning","anxiety,shame,frustration",moderate,zhougong
passed_exam,"May suggest earned recognition, relief after pressure, or upward mobility.","success,recognition,relief,advancement","joy,relief,pride",low,zhougong
rank_list,"May suggest comparison, ambition, and social worth publicly measured.","comparison,ambition,status,judgment","anxiety,pride,pressure",moderate,zhougong
merit_badge,"May suggest reward for discipline, social approval, or pressure to maintain standing.","reward,approval,discipline,status","pride,pressure,hope",low,zhougong
teacher_rod,"May suggest correction, fear-based discipline, or authority enforcing growth.","discipline,authority,fear,correction","anxiety,obedience,resentment",moderate,zhougong
library_ladder,"May suggest ambitious learning, reaching for higher knowledge, or risk in aspiration.","learning,aspiration,risk,effort","hope,focus,unease",low,zhougong
scholar_stone,"May suggest contemplation, stillness, or cultivation of inner refinement.","contemplation,refinement,stillness,study","peace,focus,reverence",low,zhougong
reading_nook,"May suggest private refuge in knowledge, introspection, or protective withdrawal.","refuge,knowledge,introspection,privacy","calm,comfort,curiosity",low,zhougong
study_lamp,"May suggest sustained effort, late striving, or hope preserved through work.","effort,hope,study,endurance","focus,fatigue,determination",low,zhougong
midnight_study,"May suggest sacrifice for advancement, strain, or determination beyond comfort.","sacrifice,study,strain,ambition","fatigue,hope,pressure",moderate,zhougong
burned_midnight_oil,"May suggest overexertion, diligence, or achievement purchased with rest.","overwork,diligence,ambition,cost","fatigue,pride,stress",moderate,zhougong
debate_hall,"May suggest contest of ideas, reputation through speech, or fear of being outmatched.","competition,reputation,speech,learning","anxiety,focus,ambition",moderate,zhougong
lecture_scroll,"May suggest formal instruction, moral teaching, or need to receive guidance.","guidance,learning,morality,authority","respect,focus,calm",low,zhougong
student_bench,"May suggest humility, apprenticeship, or waiting one's turn to advance.","humility,learning,patience,position","calm,hope,obedience",low,zhougong
quill_case,"May suggest preparedness for expression, guarded thoughts, or valued skill.","expression,preparedness,skill,care","focus,confidence,calm",low,zhougong
inkstone_water,"May suggest potential thought not yet darkened into words, or preparation for effort.","potential,preparation,expression,discipline","calm,focus,anticipation",low,zhougong
seal_wax,"May suggest commitment, finality, or controlled release of important communication.","finality,control,message,authority","focus,pressure,certainty",low,zhougong
red_string_knot,"May suggest durable bond, entanglement, or destiny tightened by circumstance.","bond,destiny,attachment,entanglement","hope,anxiety,longing",moderate,zhougong
wedding_lantern,"May suggest joy, public blessing, or social expectation around union.","joy,union,community,expectation","joy,hope,pressure",low,zhougong
bridal_chair,"May suggest formal transition, anxiety in ceremony, or movement into a new role.","transition,ceremony,role,marriage","anticipation,anxiety,hope",moderate,zhougong
betrothal_gift,"May suggest promise, family alliance, or affection formalized through exchange.","promise,alliance,marriage,exchange","hope,pressure,tenderness",low,zhougong
matchmaking_scroll,"May suggest mediated destiny, social interference, or dependence on approval in love.","destiny,sociality,marriage,approval","hope,anxiety,pressure",moderate,zhougong
shared_pillow,"May suggest intimacy, domestic union, or unresolved closeness.","intimacy,union,domesticity,relationship","tenderness,longing,unease",low,zhougong
marriage_bed,"May suggest consummation, vulnerability, family expectation, or private truth of union.","intimacy,vulnerability,marriage,family","desire,anxiety,tenderness",moderate,zhougong
red_candles,"May suggest celebration, fertility, or heightened emotion in ceremonial union.","celebration,fertility,ritual,passion","joy,hope,desire",low,zhougong
double_happiness_sign,"May suggest auspicious union, social blessing, or pressure to fulfill marital ideals.","marriage,blessing,expectation,joy","joy,hope,pressure",low,zhougong
bridal_shoes,"May suggest readiness for marriage, fate of the path ahead, or delicate beginnings.","marriage,journey,readiness,beginning","hope,anxiety,tenderness",low,zhougong
hair_binding,"May suggest commitment, maturity, or identity altered through union.","commitment,maturity,identity,union","hope,pressure,solemnity",low,zhougong
wedding_music,"May suggest public joy, ceremonial emotion, or pressure beneath festivity.","celebration,ceremony,emotion,publicity","joy,anticipation,pressure",low,zhougong
new_household,"May suggest domestic beginnings, responsibility, or building shared stability.","domesticity,beginnings,responsibility,stability","hope,anxiety,determination",low,zhougong
firstborn","May suggest legacy, pressure, and hope concentrated in one symbolic beginning.","legacy,hope,pressure,family","tenderness,anxiety,pride",moderate,zhougong
family_hearth,"May suggest continuity, domestic security, or the emotional center of kinship.","family,security,warmth,continuity","comfort,gratitude,calm",low,zhougong
shared_table,"May suggest agreement, household harmony, or tensions revealed over daily life.","family,harmony,conflict,domesticity","comfort,unease,belonging",low,zhougong
